name,region,distance_km,elevation_gain_m,difficulty,duration_min,days,description,route_number,url
Balmberg-Röti-Rundweg,Balmberg (Rundweg),8.0,420.0,Wanderweg | technical: easy | fitness: medium,155,1,"Die Rundtour startet beim Kurhaus Balmberg. Im Aufstieg zur Nesselbodenröti gewährt die Rötifluh einen Blick in die Geologie des Solothurner Juras. Nahe der Nesselbodenröti, auf 1223 Metern Höhe, kann ein Abstecher auf den imposanten Aussichtspunkt Balmfluechöpfli gemacht werden. Bieler-, Neuenburger- und Murtensee scheinen von hier oben zum Greifen nah. Die Röti, höchster Punkt zwischen dem Weissenstein und dem Balmberg, erreicht man dann nach einem kurzen Gegenaufstieg. Beim Triangulationspunkt kann man gerne etwas länger sitzen bleiben – und geniessen: Der Blick schweift über die Vogesen, Richtung Schwarzwald und zur riesigen Dampfwolke des AKW Gösgen. Von der Röti führt der Weg dann angenehm bergab zur Seilbahn-Bergstation und zum Hotel Weissenstein. Der Weissenstein gilt als Hausberg der Stadt Solothurn. Wie wäre es mit einem Glas Bürgerwein im Restaurant? Mit etwas Wetterglück hat man hier eine Sicht vom Säntis bis zum Mont Blanc. Und sogar ins Weltall: Auf dem Weissenstein gibt es einen Planetenweg, der bis zum Untergrenchenberg führt. Vielleicht eine Idee für die nächste Solothurner Wanderung? Denn die beschriebene Route zweigt bereits beim Mars rechts ab. Via Schofgraben und Balmbergpasshöhe endet die Wanderung wieder beim Ausgangspunkt. Lohnend ist vor dem Rückweg auch ein Besuch im Juragarten direkt unter der Terrasse des Hotels Weissenstein. Dort können gut 200 für den Solothurner Jura und die angrenzenden Gebiete typische Pflanzen in einem botanischen Garten besichtigt werden. Sie werden liebevoll gepflegt und zwischen Juni und September mit Schildern beschriftet. Abenteuerlustige werden im Seilpark auf dem Balmberg ihren Spass haben: Mit zehn Parcours ist es einer grössten der Schweiz, unter anderem gibt es mehrere bis zu 174 Meter lange Tyroliennes.",502,https://www.schweizmobil.ch/de/wanderland/route-502
Luzerner Kapellenweg,Hellbühl → Ettiswil,21.0,320.0,Wanderweg | technical: easy | fitness: difficult,310,1,"Der Weg führt durch das Rottal, der Kornkammer Luzerns. Nach einem kurzen Aufstieg über Wiesen und Wald sieht man zurück in die Industrieorte Emmen, Ebikon gesäumt links mit der Rigi und rechts mit dem Pilatus. Bei der Huobkapelle öffnet sich der Blick in die Weite des Rottals. Überall begegnet man stattlichen Bauernhöfen. Die mächtige Barockkirche in Ruswil ist ein Bau von nationaler Bedeutung. Von dichter Üeberbauung wechselt der Weg in die offene Landschaft talabwärts. Bei den 14 Nothelfern in St. Ulrich und in St. Ottilien, dem einzigartigen Zentralbau im Rokokostil mit byzantinischem Erscheinungsbild, ist die Hälfte des Weges erreicht. Mitten durch das national geschützte Ortsbild von Buttisholz mit der barocken Kirchenanlage führt der Weg über den alten Römerweg zur Kapelle Oberroth in Grosswangen. Satte Aecker, Wiesen und Felder mit intensiver Landwirtschaft säumen den Weg durch Grosswangen bis nach Ettiswil. Die 17 Kirchen und Kapellen am Weg sind Zeugen pulsierenden Lebens.",528,https://www.schweizmobil.ch/de/wanderland/route-528
Köhlerweg Romoos,"Romoos → Romoos, Bramboden",11.0,880.0,Wanderweg | technical: easy | fitness: medium,240,1,"Wer ab Romoos durch das weitverzweigte Napfgebiet wandert, dem dringt vielleicht plötzlich Rauchgeruch in die Nase oder er entdeckt geheimnisvolle Schwaden die zwischen den Bäumen emporsteigen. Keine Sorge, es ist kein Waldbrand: Es sind die Dämpfe der schwelenden Kohlenmeiler. Die Köhler von Romoos schichten Buchen-, Eschen- oder Nadelholz zu kegelförmigen Haufen auf. Dann zünden sie sie an, um so Holzkohle zu erzeugen. Während gut zwei Wochen überwachen sie die Verkohlung rund um die Uhr – die Herstellung des «schwarzen Goldes» ist harte Arbeit. Die Bauern betreiben die Köhlerei als Nebenerwerb, seit Jahrhunderten schon. Einst zählte Romoos rund 200 Kohlplätze, damals brauchten Hufschmiede, Eisengiessereien oder Glashütten die Holzkohle im grossen Stil. Heute betreiben das uralte Handwerk nur noch wenige Landwirte aus dem Napfgebiet. Gut 100 Tonnen Holzkohle stellen sie jährlich her. Luftlöcher stechen, Brennmaterial nachlegen, Kohle ausziehen – mit etwas Glück kann auf der Wanderung zwischen Romoos und Bramboden den Köhlern bei der Arbeit über die Schulter geschaut werden. Tafeln entlang des Köhlerwegs informieren zudem über das Köhlerhandwerk sowie über Goldsucher und Naturphänomene in der Region. Die Route führt zuerst bergauf nach Schwändi und dann über einen spektakulären Fussweg durch die enge Schlucht des Goldbachs. Beim Oberlänggrat ist der höchste Punkt der Wanderung erreicht. Die Strecke via Rose-Beizli, das etwas abseits des Weges liegt, hinunter zum Seelibach und ins Ziel nach Bramboden verläuft quer durch das Luzerner Napfgebiet. Es geht vorbei an steilen Nagelfluhflanken und Wasserfällen, durch enge Tobel und über sonnige Kreten. Wegen seiner Topografie wird das Gebiet rund um Romoos auch als «Centovalli des Kantons Luzern» bezeichnet. Bramboden dann ist ein wahres Kleinod – es liegt in einem Seitental im Entlebuch, weit weg allen anderen Dörfern. Im Wallfahrtort lohnt sich der Besuch der schmucken Bergkirche, die dem heiligen Antonius von Padua geweiht ist. Im Pilgerbeizli lässt sich der Wandertag gemütlich ausklingen.",530,https://www.schweizmobil.ch/de/wanderland/route-530
Kapellenweg Engelbergertal,Wolfenschiessen (Rundweg),18.0,1050.0,Bergwanderweg | technical: medium | fitness: difficult,380,1,"Der Kapellenweg beginnt im Dorf Wolfenschiessen, wo sich die Pfarrkirche «Maria Geburt» sowie das Beinhaus befinden. Auf halbem Weg nach Oberrickenbach führt der Weg an der Stutzkapelle Burgholz, Kapelle zur schmerzhaften Mutter vorbei. In Oberrickenbach steht die Heilig-Kreuz Kapelle, welche 1601 durch ein Erdbeben weitgehend zerstört wurde. Unverzüglich wurde die Kapelle wieder aufgebaut und 1604 eingeweiht. Über den wunderschönen Aussichtspunkt Eggeligrat gelangt man hinunter zur Kapelle Bettelrüti mit herrlichem Panoramablick. Zur Erinnerung an Bruder Konrad Scheuber wurde diese Kapelle im Jahre 1700 erbaut und eingeweiht. Weiter führt die Route dann nach Altzellen zur Kapelle St. Joder und dann ins Engelbergertal runter zur Kapelle Grafenort. Von da aus gelangt man entlang des Aawassers zur Sebastianskapelle im Dörfli. Diese Kapelle wurde nach einer Pestepidemie im Jahre 1620 erbaut. Weiter führt der Weg wieder zurück nach Wolfenschiessen.",564,https://www.schweizmobil.ch/de/wanderland/route-564
Wildbeobachtungspfad Emmetten,Emmetten (Niederbauen) → Emmetten (Stockhütte),11.0,580.0,Bergwanderweg | technical: medium | fitness: medium,225,1,"Der einzigartige Wildbeobachtungspfad der Schweiz führt vom Niederbauen über satt-grüne Alpwiesen nach Emmetten Stockhütte. Unterwegs erfahren Sie auf Infotafeln viel Interessantes zur einheimischen Wildtier- und Vogelwelt. Wer ganz sicher sein möchte, dass er während der Wanderung die Tiere nicht nur auf den Tafeln, sondern auch in Natura beobachten kann, bucht eine begleitete Wildbeobachtungstour. Wer mit einem Wildhüter in der Morgendämmerung loszieht, wird unvergessliche Momente in der Natur erleben. Je nach Jahreszeit halten sich die Tiere an unterschiedlichen Orten auf. Der Führer kennt das Gebiet und weiss, wo man Tiere beobachten kann.",568,https://www.schweizmobil.ch/de/wanderland/route-568
Benediktusweg,Engelberg → Niederrickenbach,22.0,1600.0,Bergwanderweg | technical: medium | fitness: difficult,495,1,"Der Weg verläuft mit einigen kräftigen Zwischenanstiegen in halber Höhe über der östlichen Talseite der Engelberger Aa und gewährt sehr eindrückliche Einblicke in die Seitentäler, Gipfel und Gletscherregionen der Unterwaldner Alpen. Das Bergdorf Oberrickenbach markiert den tiefsten Punkt der Wanderung. Niederrickenbach ist auch bekannt als Wallfahrtsort und Klosterdorf «Maria-Rickenbach». Für viele gläubige Menschen ist es ein Zentrum des Trostes und der Kraft. Naturnah bewirtschaftete Alpen, wilde Bergweiden, zerklüftete Felsen und eine grossartige Rundsicht prägen das Landschaftsbild von Niederrickenbach. Einen Besuch beim Alpbeizli Musenalp ist sehr empfehlenswert. Den besten Aussichtspunkt erreichen Sie mit der Kammhöhe Rosenbold. Von da aus lässt sich das gesamte Engelberger Tal von oben überblicken.",569,https://www.schweizmobil.ch/de/wanderland/route-569
Nidwaldner Zentrumsweg,Stans → Buochs,21.0,1440.0,Bergwanderweg | technical: medium | fitness: difficult,470,2,"Startort dieser Wanderung ist in Stans, dem Hauptort und heutigem politischen Zentrum von Nidwalden. Über den Landsgemeindeplatz in Wil an der Aa, dem historischen Zentrum, wo sich einst einmal im Jahr das Volk von Nidwalden zur Landsgemeinde traf, geht es am Ufer der Engelbergeraa entlang weiter zum geographischen Mittelpunkt oder Zentrum des Kantons. Via Niederrickenbach, dem geistlichen Zentrum, einem Ort der Stille und der Natur, steigt der Weg auf das Buochserhorn. Der Gipfel ist das eigentliche topographische Zentrum Nidwaldens. Von hier oben bietet sich eine herrliche Rundsicht über alle 11 Gemeinden des Kantons Nidwalden und auf den Vierwaldstättersee ganz nach dem Motto der Nidwaldner-Hymne: «Zwische See und heeche Bärge». Der Endpunkt der Wanderung ist in Buochs, dem geographischen Mittelpunkt der 6 Innerschweizer Kantone Luzern, Zug, Schwyz, Uri, Obwalden und Nidwalden.",570,https://www.schweizmobil.ch/de/wanderland/route-570
Bruderklausenweg,Stans → Sachseln,21.0,840.0,Wanderweg | technical: easy | fitness: difficult,360,1,"Die Route ist zum 500-Jahr-Jubiläum renoviert und mit dem kreisförmigen Visionsbild-Signet des Bruder Klaus markiert worden. Der Bruderklausenweg beginnt bei der Kirche in Stans und führt die Knirigasse hinauf zur Kapelle «Maria zum Schnee». Bewundernswert ist das Denkmal - Schlacht am Allweg. Die Schlacht am Allweg fand am 9. September 1798 statt und endete mit einem Sieg der Franzosen. In St. Niklausen sieht man den grossen steinigen und unverputzte Glockenturm aus dem 14. Jahrhundert schon von weit her. Dieser stille Ort der Andacht steht an einer Bergflanke, die eine großartige Aussicht auf Flüeli-Ranft und das Sarneraatal bietet. Da beginnt der steile Abstieg zum Ranft tief unten in der Schlucht der Melchaa. Sehenswert ist hier das 500 Jahre alte Wohnhaus des Bruder Klaus. Im von Niklaus von Flüe selber erbauten Wohnhaus wohnte er mit seiner Familie, bis er 1467 ins Einsiedlerleben aufbrach.",571,https://www.schweizmobil.ch/de/wanderland/route-571
Walenpfad,Engelberg (Ristis) → Oberrickenbach (Bannalp),11.0,780.0,Bergwanderweg | technical: medium | fitness: medium,240,1,"Ausgangspunkt dieses Wanderweges ist Ristis, das mit der Seilbahn ab Engelberg erreicht wird. Vor dem Start kann hier nochmals eingekehrt werden. Neben einer Rodelbahn gibt es für Familien einen grossen Kinderspielplatz. Der erste Abschnitt steigt zum Härzlisee bei der Brunnihütte. Auf zwei Heilkräuterwegen rund um den See können Heilpflanzen in ihrem natürlichen Umfeld betrachtet werden. Rund den Härzlisee führt auch der Kitzelpfad, ein schön angelegter Barfussweg. Ohne Schuhe und Socken spürt man Sand, Kieselsteine, Wasser oder Holzschnitzel unter seinen Füssen. Zunächst beinahe flach über saftige Alpwiesen und durch Wald wird nach einem kurzen Ab- und einem Aufstieg die Walenalp erreicht. Hier lädt die Feuerstelle mit Ausblick bis weit ins Mittelland zum Verweilen ein. Danach folgt der längste Aufstieg der Tour hinauf zur Walegg. Die Belohnung: der wunderbare Blick auf den Bannalpsee, über das Engelberger Tal hinaus und auf die umliegende Bergwelt. Markante Gipfel sind der Brisen und das Buochser Horn. Die Umgebung ändert sich jetzt deutlich: Sie wird wilder, ruppige Felsflanken, Geröllhalden und gezackte Gipfel umgeben die Wanderer. Ihnen steht jetzt die abschüssige Passage durch die Walengräben bevor. Der Weg ist schmal und erfordert Trittsicherheit, er ist aber gut gesichert. Umso herrlicher danach der Blick zum Bannalpsee. Stets abwärts folgt die Ziegenalp Oberdorf, ein weiterer Höhepunkt der Tour. Hier können Produkte aus Eigenproduktion verkostet werden, etwa Ziegenkäse, Fleisch oder Joghurt. Der Schluss ist dann nochmals angenehm: Via Oberfeld und Unterstafel wird mit herrlichem Blick auf den verträumten Bannalpsee zur Seilbahnstation Chrüzhütte gewandert. Wer Zeit hat, macht noch eine Pause auf der Bannalp, ein wahres Kleinod des Kantons Nidwalden. Das Voralpine Hochtal wird von mächtigen Gipfeln umgeben. Feuerstellen mit Holzvorrat laden zum Verweilen ein.",573,https://www.schweizmobil.ch/de/wanderland/route-573
Vier-Seen-Wanderung,Melchsee-Frutt → Engelberg (Trübsee),15.0,620.0,Bergwanderweg | technical: medium | fitness: medium,275,1,"Ausgangspunkt für die Vier-Seen-Wanderung ist die Seilbahnstation Melchsee-Frutt. Der erste See der Wanderung ist der Melchsee. Der funkelnde Naturstausee ist bei Fischern beliebt. Sie können hier verschiedene Forellenarten sowie Saiblinge herausziehen. Am Nordostufer befindet sich die kleine Melchsee-Kapelle, die oft für Hochzeiten gebucht wird. Nächste Station ist der Tannensee. Er liegt in einem eher flachen Hochtal, fast auf dem Sattel zum Gental. Hier kann gemütlich bei der Feuerstelle mit gedecktem Sitzplatz eine Pause eingelegt werden. Von hier ist es nicht mehr weit zur Tannalp mit ihrem Berggasthaus. Die Hochebene befindet sich auf dem hinteren Teil der Seenplatte von Melchsee und Tannensee und gehört zu den höchsten Alpweiden Obwaldens. Danach überquert die Route die Kantonsgrenze zu Bern und steigt ab zur Engstlenalp mit dem bezaubernden, fischreichen Engstlensee. Dieses Gebiet gilt als Kraftort. Dieser liegt direkt beim markanten hohen Felsen, der neben einer grösseren Tanne steht. Hier spielt auch der Kompass verrückt. Vor dem strengsten Teil dieser Tour, der nun bevorsteht, kann man sich mit Spezialitäten aus der Alpkäserei stärken. Beim Engstlensee beginnt dann der Aufstieg zum Jochpass, Grenze zwischen den Kantonen Bern und Nidwalden. Herrlich ist er Blick zurück zum See, der sich immer weiter entfernt. Eine kleine Erfrischung beim Berghaus hat man sich verdient, denn hier ist der höchste Punkt der Wanderung geschafft. Wenn das Wetter stimmt, ist der nahe gelegene Titlis sichtbar, höchster Berg der Region. In die andere Richtung blickt man zu den Berner Alpen. Der Weg steigt nun hinab zum vierten und letzten Bergsee der Tour: dem Trübsee. Er ist gut erschlossen und bei Familien beliebt. Die Schönheit des Sees kann mit dem Ruderboot wunderbar entdeckt werden, bevor es zurück ins Klosterdorf Engelberg geht.",574,https://www.schweizmobil.ch/de/wanderland/route-574
Schmetterlingspfad Lungern,"Lungern, Turren → Kaiserstuhl",12.0,440.0,Bergwanderweg | technical: medium | fitness: difficult,230,1,"Die Wanderung beginnt auf Turren, bequem mit der Seilbahn erreichbar. Mit Blick zu den Berner Alpen und deren Gletschern sowie auf die Zentralschweizer Berge mit Titlis, Stanserhorn, Mythen, Rigi und Pilatus wird Richtung Tal gewandert. Herrlich auch: der smaragdgrüne Lungernsee, ein Paradies für Fischer. Den Weg säumen eine reiche Flora und Fauna, dank der traditionellen und ökologischen Bewirtschaftung durch die Bergbauern. Die Wanderung führt durch ein Pflanzenschutzgebiet. Auf den Trockenwiesen tummeln sich über 100 Arten tagaktiver Schmetterlinge. Darunter sind viele seltene und geschützte Arten. Die auffälligsten werden auf 17 Informationstafeln entlang des Weges beschrieben. Diese geben Auskunft zu den Schmetterlingen, deren Entwicklung und Verbreitung sowie zur Pflanzenwelt und den Landschaftsstrukturen. Die meisten Schmetterlinge können zwischen Juni und August beobachtet werden. Auch andere seltene Insekten und Pflanzen fühlen sich an den besonnten Hängen sehr wohl. Über 20 Orchideenarten und Lilien können hier zwischen Ende Mai und Mitte Oktober angetroffen werden. Wer sich in den frühen Morgenstunden auf den Weg macht, hat die besten Chancen, auf Steinböcke, Gämsen, Hirsche, Rehe oder Adler zu treffen. Ganz bestimmt antreffen wird man im letzten Drittel der Wanderung Gneisblöcke, auch Geissberger oder Eratiker genannt. Sie befinden sich in Blattisdurren und im Schäfschlüecht und wurden beim Rückzug des Aaregletschers hier abgelagert. In Bürglen angekommen, ist es nicht mehr weit zum Bahnhof Kaiserstuhl, Ziel dieser einzigartigen Wanderung.",575,https://www.schweizmobil.ch/de/wanderland/route-575
Bärgmandlipfad Giswil,Mörlialp (Rundweg),14.0,950.0,Bergwanderweg | technical: medium | fitness: difficult,300,1,"Auf den Spuren der Bärgmandli umrundet diese Wanderung den Giswilerstock, das Zentrum der Obwaldner Bärgmandli-Sagen. Gemäss diesen stammen die Gestalten mit ihren Zipfelmützen aus Venedig. Sie kannten das Rezept, um Spiegel herzustellen, im Mittelalter ein teures Gut. Die Geheimzutat: Steine aus den Alpen, etwa der manganhaltige Braunstein. Schon bald gruben Erz- und Mineralsucher in der Gegend nach den begehrten Mineralien. Mehr zu den Sagen, aber auch zur Geologie, Flora und Fauna rund um den Giswilerstock können der Broschüre zum Bärgmandlipfad entnommen werden (erhältlich auf der Mörli- und der Fluonalp sowie im Tourismusbüro Giswil). Der Rundwanderweg startet auf der Mörlialp, hoch über dem Sarnersee. Grosse Teile des Weges führen durch das Wildruhe- und Jagdbanngebiet. Gämsen, Rehe und Hirsche aber auch Steinadler können hier mit etwas Glück beobachtet werden. Während des Bergfrühlings bietet der Rundweg einen prächtigen Querschnitt durch unsere Alpenflora. Dazwischen kann man sich in den Alpwirtschaften mit währschafter einheimischer Kost stärken. Auf dem Rundwanderweg bieten sich natürlich auch wunderbare Aus- und Einblicke: Richtung Süden das Haslital und dahinter die Berner Alpen mit der Wetterhorngruppe. Nach Westen das Mariental mit der imposanten Schrattenfluh, nach Norden die Riedalpen begrenzt vom Pilatus und schliesslich im Osten das liebliche Sarneraatal. Tipp: Wer fit ist und noch mehr spektakuläre Aussichten geniessen will, macht einen Abstecher zum Giswilerstockes. Das Gipfelkreuz ist ab der Fluonalp in gut einer Stunde erreichbar.",576,https://www.schweizmobil.ch/de/wanderland/route-576
